Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2017-06-14	213	31	35	50	8	20	17	110	12	150	91	24	191	14	57	24	55	33	1964	0	0	0	1	10176	10195	8	10143	24	60	4	81	15	6	70	97	24	45	16	32
2017-06-15	231	49	57	90	14	20	1	160	13	148	87	1	189	15	49	6	87	52	2200	6	23	23	9	10111	10132	1	10081	8	59	9	81	16	5	65	95	1	42	14	36
2017-06-16	243	26	36	60	7	10	22	110	1	144	87	24	189	12	60	24	51	30	1944	0	-1	-1	17	10152	10174	24	10128	2	65	5	80	14	5	68	93	23	51	12	32
2017-06-17	55	33	34	50	8	10	1	90	8	179	77	3	240	17	50	6	79	47	2027	0	-1	-1	13	10152	10172	1	10128	17	65	1	80	12	4	66	96	2	47	11	36
2017-06-18	58	8	19	30	2	10	5	50	2	227	140	4	304	15	125	6	87	52	2290	0	-1	-1	1	10146	10155	10	10135	18	50	24	82	16	4	69	89	4	41	14	44
2017-06-19	359	27	33	60	14	10	2	110	12	216	176	24	264	13	169	6	19	11	1475	7	2	2	9	10134	10152	23	10119	9	41	4	80	13	7	80	94	2	58	13	28
2017-06-20	65	10	20	30	1	10	11	70	1	195	168	3	228	13	152	24	15	9	903	17	35	28	14	10119	10147	1	10086	21	2	22	59	11	7	90	100	22	76	12	16
2017-06-21	224	45	48	60	8	30	3	130	8	165	152	9	195	1	149	24	0	0	465	60	69	24	6	10102	10137	21	10066	6	26	5	70	20	8	89	97	5	81	22	8
2017-06-22	208	58	59	80	13	40	1	160	13	161	136	23	192	10	126	24	31	19	1071	16	18	12	20	10102	10131	1	10079	18	57	19	79	10	7	81	92	19	69	10	18
2017-06-23	221	54	56	70	6	40	3	140	13	146	124	5	184	14	122	6	24	14	1108	49	80	39	11	10094	10131	24	10070	5	56	10	75	1	8	83	94	7	66	14	18
2017-06-24	275	31	35	50	13	20	21	100	16	134	115	24	161	13	110	24	14	8	1264	14	30	18	9	10199	10249	23	10137	1	40	5	75	2	8	83	94	5	72	14	20
2017-06-25	334	23	25	40	12	10	3	80	12	131	64	24	174	11	26	24	41	24	1546	0	0	0	1	10276	10297	22	10249	1	65	3	82	16	6	73	97	23	52	12	24
2017-06-26	290	26	26	40	11	10	1	80	16	130	54	2	176	16	16	6	59	35	1832	18	25	15	22	10278	10292	1	10250	24	11	1	81	9	5	77	98	1	54	9	29
2017-06-27	291	24	30	50	15	20	1	100	7	127	106	4	153	12	99	6	36	22	1275	19	12	7	24	10232	10246	1	10196	24	56	1	80	14	7	78	97	1	61	13	20
2017-06-28	236	30	33	50	16	20	3	90	13	137	111	1	171	15	110	6	4	2	792	107	130	22	1	10174	10191	1	10137	24	23	8	75	15	8	90	98	3	71	15	13
2017-06-29	324	32	35	60	12	10	23	100	11	141	78	24	175	12	52	24	28	17	1685	13	24	23	1	10202	10248	21	10135	1	50	4	80	12	7	77	98	24	52	12	27
2017-06-30	230	36	37	50	10	10	1	100	24	166	74	2	222	14	46	6	58	35	1840	0	0	0	1	10207	10243	1	10170	24	39	1	80	15	5	77	98	1	60	14	31
2017-07-01	255	30	33	50	16	10	21	100	1	157	104	24	193	16	82	24	45	27	1538	0	0	0	1	10165	10169	8	10160	19	58	3	82	18	6	79	98	23	62	16	26
2017-07-02	184	17	23	30	8	10	1	60	12	166	96	4	208	15	72	6	41	25	1882	10	15	9	23	10129	10159	1	10070	24	24	4	80	11	7	74	98	1	50	12	32
2017-07-03	228	25	29	50	12	10	2	80	10	166	148	24	191	13	121	24	10	6	959	30	66	40	2	10097	10160	24	10055	4	45	2	70	9	8	89	98	2	81	16	16
2017-07-04	227	33	34	60	13	10	4	110	13	180	153	4	225	13	146	6	46	28	1783	4	1	1	19	10204	10247	24	10163	1	57	3	77	10	7	84	97	3	59	13	31
2017-07-05	308	13	26	40	16	10	22	70	1	183	136	22	235	14	103	24	72	43	1874	0	0	0	1	10286	10311	24	10250	1	50	6	80	17	4	79	97	22	56	16	33
2017-07-06	56	21	22	40	16	10	2	70	15	191	114	4	252	14	81	6	117	71	2540	0	0	0	1	10303	10310	1	10290	17	64	2	81	17	1	73	97	3	53	17	46
2017-07-07	27	29	30	50	17	10	1	80	12	196	119	3	251	14	74	6	150	91	2865	0	0	0	1	10313	10323	24	10307	5	60	4	80	14	0	72	97	1	48	12	52
2017-07-08	24	39	40	60	15	20	3	100	15	194	137	4	251	16	125	6	142	86	2805	0	0	0	1	10313	10327	8	10298	19	63	3	80	11	0	70	94	2	47	15	51
2017-07-09	26	33	34	40	7	20	2	80	12	183	127	5	234	13	119	6	141	85	2826	0	0	0	1	10266	10299	1	10241	18	58	5	82	21	0	68	93	5	49	12	50
2017-07-10	8	35	36	50	12	20	3	100	18	162	131	4	195	13	116	6	51	31	1568	8	1	1	9	10235	10243	1	10228	17	56	9	80	16	5	76	95	9	59	14	27
2017-07-11	16	23	25	40	13	10	22	70	12	148	108	24	182	17	85	24	9	5	1098	0	0	0	1	10234	10239	22	10230	4	65	22	78	14	7	72	92	24	62	13	18
2017-07-12	346	14	18	40	17	0	3	70	15	143	73	3	194	17	42	6	43	26	1270	0	-1	-1	9	10236	10241	8	10231	17	1	24	80	14	5	84	99	24	65	17	21
2017-07-13	353	20	22	40	15	0	1	70	17	165	94	1	218	15	66	6	74	45	2185	0	0	0	1	10239	10247	23	10233	3	10	1	78	11	5	78	98	1	56	13	37
2017-07-14	352	11	16	30	14	0	1	50	7	165	102	2	225	17	77	6	48	29	1616	0	0	0	1	10241	10252	7	10226	24	2	1	80	15	5	83	99	1	58	15	28
2017-07-15	348	14	20	40	14	10	1	70	12	193	114	1	260	16	87	6	140	86	2754	0	0	0	1	10229	10238	23	10221	3	8	24	79	15	1	70	99	24	34	13	50
2017-07-16	354	17	19	40	16	0	5	60	13	198	110	4	260	15	85	6	81	50	2238	0	0	0	1	10237	10241	6	10231	17	1	1	81	14	4	69	100	3	42	14	41
2017-07-17	24	22	21	40	16	10	1	70	16	211	151	5	263	14	137	6	58	36	1989	0	0	0	1	10244	10250	24	10238	16	56	4	77	18	6	74	96	4	53	14	37
2017-07-18	27	32	33	60	17	10	3	110	18	214	153	5	271	14	125	6	146	90	2748	0	0	0	1	10251	10257	22	10242	17	56	2	81	12	0	70	97	3	47	13	51
2017-07-19	30	40	41	60	11	20	3	110	17	205	131	4	257	12	106	6	141	87	2620	0	0	0	1	10248	10257	8	10236	18	59	4	81	11	1	69	91	4	46	15	48
2017-07-20	50	25	26	40	13	10	21	60	6	184	139	22	226	17	108	24	44	27	1297	0	-1	-1	8	10225	10237	1	10212	18	59	24	79	18	5	78	97	22	60	16	23
2017-07-21	103	18	23	40	9	10	19	70	10	228	152	4	304	16	131	6	142	88	2713	0	0	0	1	10195	10215	1	10177	18	58	1	81	19	0	68	96	1	39	15	52
2017-07-22	5	15	20	40	17	10	3	70	17	249	152	4	326	13	131	6	112	70	2410	0	0	0	1	10160	10175	1	10145	24	65	1	82	20	1	63	97	3	38	14	47
2017-07-23	327	15	20	40	15	10	2	110	20	243	158	4	316	16	134	6	109	68	2421	0	0	0	1	10129	10143	1	10117	16	56	4	80	7	1	69	98	4	40	14	47
2017-07-24	265	16	23	50	13	0	21	90	13	209	140	24	269	15	107	24	56	35	1653	0	-1	-1	9	10144	10159	23	10126	1	17	24	80	13	5	76	98	24	50	16	31
2017-07-25	200	8	23	40	12	0	3	80	11	209	125	4	290	15	95	6	92	58	2077	0	-1	-1	14	10147	10154	1	10135	15	34	3	82	19	3	75	98	1	52	15	38
2017-07-26	151	3	13	30	15	10	1	60	15	217	152	3	269	15	132	6	31	20	1273	11	33	20	10	10127	10148	1	10113	24	2	24	74	19	6	84	100	24	64	15	24
2017-07-27	152	10	21	40	10	0	3	140	10	211	170	4	254	9	153	6	58	37	1377	36	227	86	24	10079	10113	1	10045	22	1	3	75	8	5	86	100	3	69	9	26
2017-07-28	206	33	37	60	8	10	20	110	9	196	146	24	234	17	117	24	63	40	1766	6	10	10	1	10102	10131	22	10044	1	62	2	81	14	5	79	97	1	58	17	32
2017-07-29	223	33	39	60	18	30	1	110	19	204	148	1	243	13	118	6	93	59	2079	0	0	0	1	10140	10157	22	10125	5	62	4	81	18	5	73	90	4	57	12	38
2017-07-30	223	47	49	60	8	40	1	120	9	181	159	5	205	13	152	6	20	13	1177	39	48	31	19	10150	10167	11	10120	21	38	20	79	11	7	82	97	20	64	11	21
2017-07-31	235	30	33	60	11	10	20	110	11	198	175	3	225	12	171	6	33	21	1230	3	1	1	4	10163	10180	15	10134	1	58	3	80	11	7	82	96	4	63	12	22
2017-08-01	167	29	31	50	16	20	1	90	13	246	194	5	307	16	157	24	141	91	2566	0	0	0	1	10135	10158	1	10110	24	70	1	81	14	1	68	89	22	46	15	50
2017-08-02	171	22	30	50	13	20	2	80	13	264	196	2	340	16	153	6	127	82	2296	0	0	0	1	10095	10111	24	10072	17	62	24	82	16	1	65	86	24	44	14	46
2017-08-03	239	31	34	60	9	10	21	120	9	199	127	24	234	16	91	24	100	65	1930	0	-1	-1	3	10173	10212	22	10113	1	59	1	82	17	4	73	97	22	55	14	35
2017-08-04	198	9	21	30	9	10	2	60	12	198	121	3	262	16	86	6	109	71	2194	0	0	0	1	10205	10218	8	10187	24	10	3	83	19	2	68	98	2	42	17	40
2017-08-05	183	17	27	60	24	0	3	120	23	218	123	5	292	16	97	6	96	63	2177	0	-1	-1	19	10140	10185	1	10098	21	2	3	83	17	3	70	100	3	44	15	41
2017-08-06	293	16	34	50	1	10	22	110	2	187	139	22	222	16	112	24	57	37	1610	0	-1	-1	8	10152	10168	11	10116	1	60	22	82	15	5	76	97	22	58	16	29
2017-08-07	31	32	34	50	11	20	1	100	15	150	129	4	171	9	108	6	12	8	496	77	112	39	13	10130	10148	3	10116	14	50	13	72	9	7	93	97	3	80	9	8
2017-08-08	333	20	22	40	9	0	22	80	11	169	111	24	219	13	82	24	106	70	2360	0	0	0	1	10185	10212	20	10140	1	8	23	82	17	3	78	99	23	54	13	41
2017-08-09	212	24	26	50	12	10	1	100	12	177	97	4	232	15	67	6	54	36	1652	3	3	2	16	10196	10210	2	10185	17	1	4	81	18	6	77	99	2	49	14	29
2017-08-10	278	29	31	50	10	10	2	120	12	162	100	23	199	10	67	24	38	25	1378	0	0	0	1	10203	10214	15	10185	3	49	3	83	15	6	73	98	2	47	13	23
2017-08-11	239	28	33	50	12	10	1	100	12	176	116	1	219	15	108	6	65	43	1563	0	-1	-1	12	10172	10201	1	10156	17	61	24	82	15	6	76	97	24	55	16	27
2017-08-12	264	22	25	50	16	10	7	140	23	166	113	23	211	14	82	24	44	30	1425	6	26	13	23	10150	10159	23	10144	14	56	23	82	13	6	76	97	2	53	13	24
2017-08-13	283	28	32	50	10	10	23	110	11	150	93	24	197	14	63	24	103	69	1881	0	-1	-1	7	10191	10220	22	10153	1	65	1	82	13	4	77	97	23	54	14	31
2017-08-14	331	9	15	30	13	0	22	60	15	155	91	4	218	15	61	24	78	53	1752	0	0	0	1	10226	10232	9	10217	2	5	3	83	18	5	74	99	3	43	16	29
2017-08-15	188	23	25	40	9	10	1	80	14	154	80	3	207	16	49	6	35	24	1092	23	21	14	11	10202	10219	1	10182	24	1	22	71	8	4	91	100	22	74	8	18
2017-08-16	219	19	26	60	12	10	19	100	12	187	125	3	269	14	91	6	53	36	1485	44	48	18	21	10162	10180	1	10150	13	39	3	83	16	5	81	98	1	48	11	26
2017-08-17	216	33	35	60	13	20	1	100	12	195	166	1	229	15	162	6	49	34	1676	11	6	3	3	10136	10155	3	10105	24	25	3	81	16	7	80	98	3	63	16	30
2017-08-18	232	32	38	60	10	0	22	130	13	184	138	24	226	13	116	24	76	52	1573	41	49	20	4	10106	10126	22	10088	3	33	5	81	17	6	82	98	5	58	15	28
2017-08-19	295	21	27	50	13	10	1	100	13	162	103	24	211	14	71	24	68	47	1577	5	3	3	10	10182	10262	24	10121	3	14	3	82	15	4	80	98	2	50	14	27
2017-08-20	162	9	13	30	14	0	2	50	12	153	84	4	212	16	53	6	34	24	1238	0	0	0	1	10279	10289	12	10265	1	2	2	81	11	5	79	100	2	51	10	21
2017-08-21	178	17	20	30	11	10	5	70	12	172	104	2	240	16	74	6	84	58	1708	0	0	0	1	10244	10270	1	10215	24	47	24	78	11	3	76	98	1	49	16	30
2017-08-22	250	4	15	30	10	10	5	60	10	172	105	5	216	12	78	6	14	10	1047	0	-1	-1	13	10203	10214	1	10193	24	4	22	75	11	6	83	100	1	57	11	18
2017-08-23	77	19	22	30	10	10	1	60	12	202	136	5	262	14	119	6	122	86	2017	0	0	0	1	10165	10191	1	10137	24	19	5	80	14	3	72	98	1	48	12	37
2017-08-24	140	26	31	50	8	10	19	90	10	188	152	24	235	14	128	24	18	13	1181	14	4	2	17	10110	10133	1	10101	14	3	24	75	4	7	78	99	24	59	12	21
2017-08-25	46	18	21	40	23	10	1	60	15	177	137	3	224	16	112	6	24	17	898	0	-1	-1	16	10130	10161	24	10105	1	0	1	75	24	6	88	100	2	70	15	16
2017-08-26	52	38	40	60	13	20	19	110	12	182	128	5	240	15	112	6	114	81	2073	0	0	0	1	10173	10183	9	10162	1	70	2	82	16	2	63	86	5	38	13	37
2017-08-27	42	22	23	40	11	10	3	90	11	178	102	4	242	15	67	6	106	76	1899	0	0	0	1	10167	10179	22	10156	16	37	24	83	19	3	65	96	22	39	12	33
2017-08-28	2	18	20	40	13	10	1	70	9	172	100	4	241	14	68	6	68	49	1478	0	0	0	1	10206	10222	22	10180	1	11	3	81	10	4	76	98	2	42	11	26
2017-08-29	253	14	16	40	14	0	2	70	12	166	92	5	242	15	64	6	79	57	1680	0	0	0	1	10215	10223	9	10208	15	0	4	80	14	3	77	100	4	43	15	29
2017-08-30	224	24	27	40	10	10	1	90	14	174	100	2	233	15	69	6	70	51	1536	0	-1	-1	14	10193	10209	1	10183	17	1	1	80	17	4	82	100	5	60	16	27
2017-08-31	311	23	31	50	12	20	3	90	11	167	87	24	211	12	51	24	59	43	1411	0	-1	-1	5	10221	10265	24	10182	4	59	5	79	16	5	76	96	5	55	13	24
2017-09-01	261	31	34	50	9	20	1	100	11	143	72	2	179	12	39	6	13	10	1061	0	0	0	1	10263	10272	10	10237	24	65	1	80	15	7	73	97	1	53	11	17
2017-09-02	270	33	34	50	9	20	1	110	10	168	136	5	196	18	122	6	18	13	807	0	0	0	1	10242	10262	22	10224	5	60	24	75	7	5	82	96	24	75	17	14
2017-09-03	309	10	19	30	9	10	5	60	10	189	136	2	236	14	108	6	24	18	1027	0	0	0	1	10266	10275	10	10256	3	33	2	80	14	6	85	98	1	67	14	18
2017-09-04	87	20	21	40	11	10	1	80	11	197	122	6	260	15	96	6	66	49	1472	0	0	0	1	10221	10257	1	10181	24	2	5	80	18	3	78	100	3	57	13	27
2017-09-05	135	25	27	40	10	20	3	80	13	224	143	5	303	15	114	6	123	92	1872	0	0	0	1	10125	10175	1	10080	24	39	5	81	15	0	72	98	4	41	13	35
2017-09-06	211	9	18	30	1	0	22	100	14	197	134	23	279	13	114	24	80	60	1388	9	8	4	14	10092	10131	24	10069	4	23	21	76	13	3	77	98	20	42	11	25
2017-09-07	182	11	14	30	14	0	1	60	11	166	130	23	198	13	109	24	2	2	496	0	-1	-1	1	10172	10194	21	10136	1	9	5	81	14	8	87	100	5	63	13	8
2017-09-08	325	4	17	30	13	10	1	70	22	145	119	24	186	16	104	24	41	31	1023	64	158	43	6	10189	10200	22	10177	5	29	3	82	12	8	83	98	1	58	15	17
2017-09-09	233	17	24	50	12	10	3	90	12	127	107	23	178	12	91	6	38	29	1011	100	133	22	21	10159	10183	1	10121	24	41	24	80	11	7	89	98	19	65	11	16
2017-09-10	271	32	38	70	17	20	1	160	20	130	107	1	159	14	104	6	18	14	766	99	441	125	18	10110	10130	12	10075	20	33	17	75	13	8	93	98	1	78	13	12
2017-09-11	326	28	29	50	14	10	2	100	13	150	103	2	194	12	88	6	68	52	1205	3	16	14	16	10137	10154	21	10108	1	33	2	80	11	6	86	98	1	63	11	20
2017-09-12	296	21	21	40	12	10	5	70	10	151	115	24	196	14	92	24	36	28	1083	0	-1	-1	2	10169	10190	22	10153	2	29	24	75	10	6	89	98	5	70	12	18
2017-09-13	199	26	28	50	13	10	1	90	13	145	90	6	178	11	67	6	29	23	856	37	15	7	24	10181	10194	9	10138	24	1	5	68	15	7	91	100	4	70	11	14
2017-09-14	247	18	36	60	11	10	20	140	12	146	98	24	179	11	80	24	6	5	514	102	83	16	7	10114	10147	23	10078	11	28	4	70	10	7	93	98	1	81	16	8
2017-09-15	224	37	40	70	20	10	3	140	23	128	73	6	172	12	46	6	59	46	1182	47	69	21	22	10085	10145	1	9988	24	4	5	82	13	7	81	99	5	57	15	19
2017-09-16	245	37	40	70	11	20	3	130	9	112	80	21	157	13	67	24	82	65	1353	48	75	14	17	10001	10011	22	9993	1	50	1	83	15	5	79	97	1	46	13	20
2017-09-17	210	34	40	60	7	10	24	130	12	103	86	3	143	12	78	6	38	30	816	89	89	24	20	9994	10019	10	9937	23	18	24	75	12	7	89	98	20	71	12	12
2017-09-18	276	20	21	40	15	10	1	90	15	114	89	21	157	14	59	24	19	15	680	13	14	9	22	10009	10078	24	9941	1	21	1	75	13	6	88	98	1	70	17	10
2017-09-19	223	37	39	60	13	20	1	110	20	126	93	1	153	11	70	6	20	16	774	29	23	10	21	10095	10112	9	10079	20	34	20	80	10	7	85	98	20	62	10	12
2017-09-20	267	24	26	50	14	10	20	100	14	132	76	23	168	13	46	24	5	4	563	12	13	7	4	10162	10230	24	10090	1	23	24	75	10	7	89	98	1	73	15	9
2017-09-21	207	22	23	40	10	10	1	70	10	136	69	2	177	14	42	6	33	27	947	0	0	0	1	10254	10264	22	10234	1	5	1	75	10	7	84	99	1	66	14	15
2017-09-22	257	23	25	40	16	20	1	70	14	167	140	1	211	13	133	24	26	21	710	0	-1	-1	11	10270	10278	19	10261	2	26	7	69	14	8	93	98	5	76	14	12
2017-09-23	287	13	19	30	9	0	24	70	14	155	102	23	200	11	79	24	34	28	795	0	0	0	1	10245	10270	1	10208	24	0	23	72	13	6	92	100	4	79	12	13
2017-09-24	37	8	12	20	13	0	1	40	13	152	124	1	182	16	111	24	15	12	571	0	0	0	1	10170	10206	1	10142	24	2	1	63	18	7	90	100	1	76	13	9
2017-09-25	357	7	11	20	14	10	1	30	5	145	101	3	186	13	78	6	3	2	545	0	-1	-1	21	10115	10136	1	10102	16	4	1	56	13	7	91	100	1	73	13	9
2017-09-26	37	21	28	50	11	10	1	90	12	130	73	24	164	11	41	24	62	52	1038	0	0	0	1	10164	10196	22	10115	1	32	1	82	12	6	79	97	1	62	14	16
2017-09-27	75	27	28	40	10	20	1	70	14	103	56	1	167	15	21	6	97	81	1448	0	0	0	1	10178	10195	1	10159	24	60	6	80	15	1	81	97	1	59	15	21
2017-09-28	80	43	44	60	13	20	3	100	13	117	63	5	174	14	39	6	108	91	1461	0	0	0	1	10136	10158	1	10117	24	66	7	83	17	0	70	88	5	43	15	22
2017-09-29	86	60	60	80	12	40	18	130	11	125	85	6	179	14	76	6	99	84	1413	0	0	0	1	10102	10115	1	10091	15	70	1	83	17	0	68	83	5	50	15	22
2017-09-30	90	50	50	70	12	40	1	110	12	111	68	6	165	14	58	6	108	92	1410	0	0	0	1	10108	10126	24	10096	14	70	3	80	17	2	71	86	6	54	15	21
2017-10-01	86	40	40	50	9	20	6	90	15	104	52	6	165	15	31	6	105	90	1370	0	0	0	1	10143	10167	24	10128	1	69	5	80	11	0	72	88	5	56	12	20
2017-10-02	110	48	49	70	11	30	1	130	11	103	51	5	152	14	36	6	74	64	1049	0	0	0	1	10174	10184	24	10167	3	70	1	82	17	2	69	86	3	53	16	15
2017-10-03	129	50	51	70	13	40	1	120	13	126	74	5	175	15	62	6	85	74	1178	7	14	14	23	10154	10182	1	10136	18	65	23	83	17	3	62	92	23	48	14	18
2017-10-04	179	34	38	60	14	20	18	110	15	160	109	3	219	15	103	6	39	34	761	21	82	44	6	10137	10147	24	10126	4	41	6	75	13	7	89	98	6	72	14	13
2017-10-05	309	14	19	30	11	10	5	80	13	149	91	24	194	11	58	24	37	32	809	0	0	0	1	10190	10234	23	10148	1	7	1	75	14	6	90	99	1	70	15	13
2017-10-06	262	0	5	20	13	0	2	30	13	118	68	24	180	13	45	24	24	21	635	0	0	0	1	10256	10267	21	10238	1	1	20	82	13	6	88	100	1	64	12	10
2017-10-07	161	11	12	20	10	0	2	50	12	111	53	3	176	12	29	6	56	50	915	0	0	0	1	10261	10271	10	10253	16	0	4	71	14	5	91	100	4	71	14	14
2017-10-08	222	16	20	30	10	10	1	60	13	145	71	1	182	13	52	6	1	1	524	4	1	1	24	10241	10252	1	10223	24	10	2	70	17	8	91	98	1	78	13	9
2017-10-09	264	27	32	50	12	20	1	120	20	132	82	24	158	11	69	24	9	8	506	18	7	2	21	10153	10218	1	10090	24	25	5	80	13	7	86	98	1	69	13	8
2017-10-10	312	10	25	40	11	10	19	100	11	93	61	23	130	15	33	24	74	67	966	14	12	6	4	10083	10120	24	10060	5	59	22	80	10	6	86	98	22	65	13	14
2017-10-11	80	4	22	40	2	10	9	80	2	78	62	3	86	15	54	6	0	0	103	164	221	26	12	10157	10176	24	10132	1	23	22	62	2	8	97	98	8	91	6	1
2017-10-12	113	6	24	50	22	10	8	80	23	80	41	5	109	15	16	6	21	19	707	70	225	66	21	10178	10211	9	10128	24	1	5	64	12	7	94	100	6	79	13	10
2017-10-13	149	65	67	90	11	40	1	170	11	83	76	6	93	24	75	6	0	0	75	209	639	78	5	10109	10126	22	10088	6	15	4	65	22	8	95	98	1	89	14	1
2017-10-14	157	31	34	40	1	10	20	80	1	101	89	7	112	17	87	12	0	0	126	82	75	30	23	10110	10129	10	10077	23	32	20	70	6	8	95	98	18	88	12	2
2017-10-15	218	16	22	40	6	10	17	60	4	92	56	21	118	11	38	24	0	0	320	35	36	13	16	10071	10115	24	10058	16	1	21	70	11	8	96	100	21	84	11	5
2017-10-16	192	23	26	50	21	10	1	100	20	99	40	2	142	11	19	6	25	23	610	21	8	4	18	10117	10142	8	10086	22	2	1	64	11	7	95	100	1	85	11	9
2017-10-17	254	37	41	70	10	10	18	140	11	121	63	22	161	11	33	24	60	57	748	0	0	0	1	10120	10166	24	10084	4	3	24	77	12	4	87	100	21	67	12	12
2017-10-18	126	21	23	40	20	10	1	80	24	110	62	1	135	13	35	6	0	0	292	0	0	0	1	10174	10192	10	10139	24	1	2	63	24	8	96	100	2	87	24	4
2017-10-19	172	29	36	50	1	20	16	80	1	133	96	7	167	14	89	12	32	31	646	20	49	45	18	10092	10128	1	10070	16	44	18	72	13	7	90	98	18	76	12	10
2017-10-20	198	40	42	70	22	30	1	130	22	149	123	5	187	14	112	6	39	37	656	6	2	1	20	10097	10105	24	10086	19	28	6	75	12	6	89	98	1	74	14	11
2017-10-21	189	38	40	50	1	30	7	90	1	148	120	7	176	14	114	6	4	4	385	0	-1	-1	2	10108	10122	11	10092	23	61	7	75	15	6	90	97	5	80	15	6
2017-10-22	165	38	39	60	13	20	19	100	12	169	127	2	218	13	116	6	77	75	802	23	31	23	20	10037	10089	1	10001	23	59	20	75	13	4	87	97	1	70	13	14
2017-10-23	206	49	53	80	11	30	4	160	15	157	123	24	188	12	114	24	37	36	501	0	-1	-1	8	10033	10112	24	9994	5	64	23	75	10	5	86	97	4	72	14	8
2017-10-24	186	17	24	40	11	10	17	70	10	116	70	20	168	14	31	24	88	87	884	0	0	0	1	10162	10179	10	10119	1	6	19	76	11	2	87	99	19	53	13	13
2017-10-25	167	30	37	50	12	20	2	90	11	147	97	1	180	14	82	6	0	0	208	15	4	2	9	10101	10148	1	10085	13	63	2	71	11	8	88	97	3	81	12	3
2017-10-26	207	44	46	70	12	30	1	130	12	163	144	20	195	14	128	24	56	56	658	0	0	0	1	10083	10098	10	10046	24	57	6	80	13	5	82	94	7	65	13	11
2017-10-27	212	74	77	100	11	50	1	200	11	144	126	24	156	12	123	24	34	34	424	39	42	12	24	10002	10040	1	9977	9	56	7	79	14	6	77	90	8	69	14	7
2017-10-28	220	81	85	140	10	50	1	260	11	138	104	24	174	10	96	24	31	31	401	59	114	31	3	9952	10036	24	9873	7	50	1	80	13	7	78	95	1	60	10	6
2017-10-29	225	58	59	80	6	40	18	150	6	103	79	22	135	14	69	24	55	56	539	13	46	25	18	10093	10156	24	10036	2	57	17	75	4	6	82	93	21	70	15	8
2017-10-30	215	37	39	50	11	30	3	110	12	95	72	7	136	13	62	12	73	75	705	1	2	2	7	10211	10234	22	10162	1	65	1	80	13	2	80	92	7	62	15	10
2017-10-31	198	50	51	70	19	40	1	150	19	105	71	5	133	15	62	6	11	11	403	0	-1	-1	19	10194	10231	1	10163	20	66	24	80	13	6	79	88	5	66	15	6
2017-11-01	199	43	44	60	11	30	17	110	12	111	97	20	126	12	91	24	0	0	189	3	1	1	8	10117	10160	1	10041	24	60	7	75	17	8	87	90	20	80	17	3
2017-11-02	201	32	35	60	21	10	8	120	21	106	86	3	127	21	86	6	0	0	149	51	81	23	2	9999	10028	1	9968	24	36	7	70	11	7	91	98	6	80	21	2
2017-11-03	223	60	62	80	11	40	7	170	12	92	74	13	110	2	73	18	21	22	239	31	68	36	13	9986	10002	17	9949	24	36	13	75	10	6	82	90	13	72	11	3
2017-11-04	241	20	43	80	7	20	15	140	4	86	73	2	124	9	57	18	10	11	214	120	231	57	9	9880	9960	24	9808	7	56	3	75	15	7	89	96	3	73	16	3
2017-11-05	215	33	42	60	12	30	1	130	21	71	53	5	95	23	34	6	0	0	167	93	110	28	16	9938	9973	4	9894	18	50	17	75	11	6	89	97	17	72	23	2
2017-11-06	233	37	40	80	23	10	18	160	23	103	70	2	143	24	60	6	0	0	181	78	60	17	1	9993	10011	14	9954	1	24	19	71	3	8	88	98	18	79	3	3
2017-11-07	245	30	33	80	1	10	16	150	1	115	92	18	143	5	77	24	7	8	212	42	40	17	5	10055	10083	21	9994	1	43	1	75	11	8	89	98	24	75	14	3
2017-11-08	172	20	27	50	24	10	2	90	24	85	57	5	111	14	26	6	21	23	422	37	176	68	19	10061	10098	9	10006	20	1	5	59	21	7	95	100	5	81	13	6
2017-11-09	228	41	46	70	12	20	22	140	4	83	53	24	108	13	35	24	58	63	517	47	132	40	19	10048	10087	10	10002	20	57	19	80	12	5	84	97	19	69	12	7
2017-11-10	285	16	22	40	7	10	4	110	7	55	8	24	101	15	-24	24	42	46	475	25	90	71	7	10117	10245	24	10019	1	11	24	80	13	4	88	98	22	69	13	6
2017-11-11	184	35	36	60	19	10	1	110	23	59	-4	6	95	11	-29	6	28	31	402	0	0	0	1	10269	10284	9	10250	1	7	5	80	20	5	83	100	5	67	21	5
2017-11-12	206	22	30	60	1	10	15	90	1	71	27	24	87	17	0	24	0	0	81	65	29	9	13	10249	10298	24	10229	5	3	24	75	1	7	92	100	22	70	1	1
2017-11-13	234	14	17	30	12	10	2	60	12	49	-2	7	119	15	-25	12	65	73	494	0	0	0	1	10303	10331	10	10254	24	4	1	79	14	3	90	100	2	62	14	6
2017-11-14	221	16	31	50	5	10	14	80	5	70	49	24	83	22	23	24	3	3	114	31	23	8	15	10195	10243	1	10165	12	40	15	65	1	8	91	98	15	84	5	2
2017-11-15	359	15	18	40	13	0	20	70	12	56	4	7	116	12	-29	12	65	74	529	0	0	0	1	10291	10325	20	10234	1	1	23	71	15	3	93	100	4	73	13	7
