Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2014-11-23	305	20	23	40	14	10	18	90	13	46	15	7	76	13	-9	6	23	27	297	0	-1	-1	1	10059	10061	1	10055	6	65	1	81	14	7	87	99	6	64	14	4
2014-11-24	256	18	20	30	15	10	4	60	15	35	4	8	63	13	-20	12	39	46	336	0	-1	-1	1	10054	10063	11	10041	24	34	8	75	11	6	90	99	4	75	13	4
2014-11-25	123	7	23	30	1	10	24	60	1	24	1	7	48	13	-11	12	11	13	232	0	-1	-1	2	10028	10042	23	10018	14	7	7	70	13	7	93	99	5	84	14	3
2014-11-26	133	9	17	30	17	0	5	60	24	-1	-28	8	38	13	-48	12	50	60	418	0	0	0	1	10047	10057	9	10040	20	16	6	64	12	5	90	98	5	63	12	4
2014-11-27	144	25	28	40	9	20	15	60	8	-5	-44	24	16	13	-76	24	0	0	90	6	1	1	10	10042	10055	23	10034	5	22	10	62	14	5	92	98	20	83	14	1
2014-11-28	62	29	31	50	19	20	1	70	14	-30	-52	5	5	13	-88	6	68	83	516	0	0	0	1	10072	10082	19	10054	1	27	2	60	15	0	89	98	2	72	14	5
2014-11-29	57	33	34	40	1	20	9	80	5	-22	-45	1	-7	24	-53	6	0	0	41	46	17	8	16	10101	10141	24	10076	3	11	16	69	24	8	90	98	16	81	14	0
2014-11-30	64	58	58	70	16	40	1	120	12	-16	-37	24	-5	12	-39	24	12	15	222	0	-1	-1	5	10145	10157	9	10127	24	63	6	82	21	8	76	86	1	62	21	2
2014-12-01	66	69	70	80	14	50	23	130	10	-62	-78	20	-37	1	-81	24	21	26	256	0	-1	-1	22	10087	10121	1	10067	13	58	24	80	2	7	67	77	24	57	12	2
2014-12-02	73	29	30	50	1	0	24	90	1	-69	-79	23	-61	12	-90	24	0	0	150	68	14	3	4	10099	10109	22	10086	1	23	14	68	16	7	86	98	23	75	1	1
2014-12-03	200	24	25	40	18	0	1	70	17	-54	-97	8	-25	16	-118	6	24	30	288	14	4	2	21	10112	10126	24	10103	5	16	21	58	9	7	88	98	5	76	15	2
